date,date,date.3,date.2,date.1,unnamed: 0,open,high,low,close,adjclose,volume,ticker
1970-01-01 00:00:00.000005943,1970-01-01 00:00:00.000005943,1970-01-01 00:00:00.000005943,1970-01-01 00:00:00.000005943,1970-01-01 00:00:00.000005943,2020-12-24,3193.89990234375,3202.0,3169.0,3172.68994140625,3172.68994140625,1451900,AMZN
1970-01-01 00:00:00.000005944,1970-01-01 00:00:00.000005944,1970-01-01 00:00:00.000005944,1970-01-01 00:00:00.000005944,1970-01-01 00:00:00.000005944,2020-12-28,3194.0,3304.0,3172.68994140625,3283.9599609375,3283.9599609375,5686800,AMZN
1970-01-01 00:00:00.000005945,1970-01-01 00:00:00.000005945,1970-01-01 00:00:00.000005945,1970-01-01 00:00:00.000005945,1970-01-01 00:00:00.000005945,2020-12-29,3309.93994140625,3350.64990234375,3281.219970703125,3322.0,3322.0,4872900,AMZN
1970-01-01 00:00:00.000005946,1970-01-01 00:00:00.000005946,1970-01-01 00:00:00.000005946,1970-01-01 00:00:00.000005946,1970-01-01 00:00:00.000005946,2020-12-30,3341.0,3342.10009765625,3282.469970703125,3285.85009765625,3285.85009765625,3209300,AMZN
1970-01-01 00:00:00.000005947,1970-01-01 00:00:00.000005947,1970-01-01 00:00:00.000005947,1970-01-01 00:00:00.000005947,1970-01-01 00:00:00.000005947,2020-12-31,3275.0,3282.919921875,3241.199951171875,3256.929931640625,3256.929931640625,2957200,AMZN
1970-01-01 00:00:00.000005948,1970-01-01 00:00:00.000005948,1970-01-01 00:00:00.000005948,1970-01-01 00:00:00.000005948,1970-01-01 00:00:00.000005948,2021-01-04,3270.0,3272.0,3144.02001953125,3186.6298828125,3186.6298828125,4411400,AMZN
1970-01-01 00:00:00.000005949,1970-01-01 00:00:00.000005949,1970-01-01 00:00:00.000005949,1970-01-01 00:00:00.000005949,1970-01-01 00:00:00.000005949,2021-01-05,3166.010009765625,3223.3798828125,3165.06005859375,3218.510009765625,3218.510009765625,2655500,AMZN
1970-01-01 00:00:00.000005950,1970-01-01 00:00:00.000005950,1970-01-01 00:00:00.000005950,1970-01-01 00:00:00.000005950,1970-01-01 00:00:00.000005950,2021-01-06,3146.47998046875,3197.510009765625,3131.159912109375,3138.3798828125,3138.3798828125,4394800,AMZN
1970-01-01 00:00:00.000005951,1970-01-01 00:00:00.000005951,1970-01-01 00:00:00.000005951,1970-01-01 00:00:00.000005951,1970-01-01 00:00:00.000005951,2021-01-07,3157.0,3208.5400390625,3155.0,3162.159912109375,3162.159912109375,3514500,AMZN
1970-01-01 00:00:00.000005952,1970-01-01 00:00:00.000005952,1970-01-01 00:00:00.000005952,1970-01-01 00:00:00.000005952,1970-01-01 00:00:00.000005952,2021-01-08,3180.0,3190.639892578125,3142.199951171875,3182.699951171875,3182.699951171875,3537700,AMZN
1970-01-01 00:00:00.000005953,1970-01-01 00:00:00.000005953,1970-01-01 00:00:00.000005953,1970-01-01 00:00:00.000005953,1970-01-01 00:00:00.000005953,2021-01-11,3148.010009765625,3156.3798828125,3110.0,3114.2099609375,3114.2099609375,3683400,AMZN
1970-01-01 00:00:00.000005954,1970-01-01 00:00:00.000005954,1970-01-01 00:00:00.000005954,1970-01-01 00:00:00.000005954,1970-01-01 00:00:00.000005954,2021-01-12,3120.0,3142.139892578125,3086.0,3120.830078125,3120.830078125,3514600,AMZN
1970-01-01 00:00:00.000005955,1970-01-01 00:00:00.000005955,1970-01-01 00:00:00.000005955,1970-01-01 00:00:00.000005955,1970-01-01 00:00:00.000005955,2021-01-13,3128.43994140625,3189.949951171875,3122.080078125,3165.889892578125,3165.889892578125,3321200,AMZN
1970-01-01 00:00:00.000005956,1970-01-01 00:00:00.000005956,1970-01-01 00:00:00.000005956,1970-01-01 00:00:00.000005956,1970-01-01 00:00:00.000005956,2021-01-14,3167.52001953125,3178.0,3120.590087890625,3127.469970703125,3127.469970703125,3070900,AMZN
